Deal date,Status,Product,Purchase value,Discount,Purchase price,New business,Gross revenue,Claim count,Reinvestment,Setup fee,Other fee,Adjustments,Release amount,Paid by insurance,Denied by insurance,Received insurance response,Pending insurance response,Expected total,Provisions,Expected till date,Collected till date,Collected till date by owner,Expected IRR,Actual IRR
16-Dec-24,Completed,claim,27045.48,0.04,25907.31,0,1138.17,448,0,0,0,0,25907.31,27024.21,21.27,27045.48,0,26909.9,135.58,26884.05,27045.48,27045.48,0.22,0.19
16-Dec-24,Completed,claim,271242.99,0.05,258765.01,0,12477.98,154,0,0,125,0,258640.01,271242.99,0,271242.99,0,269886.59,1356.4,269874.69,271242.99,271242.99,0.13,1
16-Dec-24,Executed,claim,37160.35,0.06,34847.04,0,2313.31,678,0,0,125,0,34722.04,33107.8,4052.55,37160.35,0,36974.45,185.9,36934.96,36836.71,36836.71,0.2,0.49
16-Dec-24,Completed,claim,199302.65,0.05,190133.01,139.46,9169.64,161,0,0,125,0,190008.01,199302.65,0,199302.65,0,198305.65,997,198297.95,199302.65,199302.65,0.2,0.96
16-Dec-24,Completed,claim,29529.85,0.05,28123.62,0,1406.23,109,0,0,125,0,27998.62,25605.34,3924.51,29529.85,0,29382.05,147.8,29381.55,29529.85,29529.85,0.23,0.49
16-Dec-24,Completed,claim,28719.49,0.05,27330.62,0,1388.87,96,0,0,125,0,27205.62,28359.49,360,28719.49,0,28575.36,144.13,28547.39,28719.49,28719.49,0.25,0.71
16-Dec-24,Completed,claim,24902.75,0.05,23774.59,0,1128.16,81,0,0,0,0,23774.59,23660.25,1242.5,24902.75,0,24778.13,124.62,24777.3,24902.75,24902.75,0.24,0.68
16-Dec-24,Completed,claim,16415.24,0.05,15553.48,0,861.76,12,0,0,125,0,15428.48,15878.3,536.94,16415.24,0,16333.24,82,16333.24,16415.24,16415.24,0.22,0.58
16-Dec-24,Completed,claim,10157,0.05,9648.94,0,508.06,63,514,0,125,0,9009.94,9887,270,10157,0,10106.2,50.8,10106.2,10157,10157,0.24,1.22
16-Dec-24,Executed,claim,52520.17,0.07,48696.65,0,3823.52,99,0,0,125,0,48571.65,52446.44,73.73,52520.17,0,52257.77,262.4,27528.07,41239.3,41068.79,0.12,0
17-Dec-24,Executed,claim,20390.67,0.06,19267.4,0,1123.27,234,19143.8,0,125,0,-1.4,18266.74,2123.93,20390.67,0,20288.27,102.4,20023.08,0,0,0.2,0
17-Dec-24,Completed,claim,66764.61,0.05,63258.71,0,3505.9,219,17449,0,125,0,45684.71,63795.53,2969.08,66764.61,0,66430.61,334,66424.51,66764.61,66764.61,0.19,0.57
17-Dec-24,Completed,claim,76329,0.06,72130.89,0,4198.11,5,96,0,125,0,71909.89,76269.7,59.3,76329,0,75947.38,381.62,75947.38,76329,76329,0.23,0.89
17-Dec-24,Completed,claim,7835.19,0.05,7419.84,0,415.35,16,0,0,125,0,7294.84,7835.08,0.11,7835.19,0,7795.89,39.3,7760.46,7835.19,7835.19,0.19,0.51
17-Dec-24,Completed,claim,3107.47,0.05,2942.76,0,164.71,2,0,0,0,0,2942.76,3107.47,0,3107.47,0,3091.88,15.59,3077.68,3107.47,3107.47,0.19,0.2
17-Dec-24,Completed,claim,8137.23,0.05,7705.9,0,431.33,10,0,0,0,0,7705.9,8137.23,0,8137.23,0,8096.41,40.82,8059.22,8137.23,8137.23,0.19,0.1
17-Dec-24,Completed,claim,115686.31,0.04,110547.41,0,5138.9,461,21772,0,125,0,88650.41,98868.64,16817.67,115686.31,0,115106.51,579.8,115105.71,115686.31,115686.31,0.18,0.5
17-Dec-24,Completed,claim,5072.2,0.05,4818.56,0,253.64,10,0,0,125,0,4693.56,4582.6,489.6,5072.2,0,5047,25.2,5036.1,5072.2,5072.2,0.21,0.41
17-Dec-24,Executed,claim,162644.99,0.05,154510.24,0,8134.75,718,40824,0,125,0,113561.24,158139.22,2956.77,161095.99,1549,161831.81,813.18,161379,161095.99,161095.99,0.18,0.33
17-Dec-24,Completed,claim,49528.34,0.05,47050.87,0,2477.47,258,0,0,0,0,47050.87,48947.44,580.9,49528.34,0,49280.71,247.63,49142.82,49528.34,49528.34,0.18,0.47
17-Dec-24,Completed,claim,109500,0.05,104408.2,0,5091.8,24,0,0,125,0,104283.2,109500,0,109500,0,108952.4,547.6,108609.6,109500,109500,0.32,1.28
18-Dec-24,Completed,claim,28280.8,0.06,26682.7,0,1598.1,38,384,0,125,0,26173.7,27988,292.8,28280.8,0,28139.3,141.5,28139.3,28280.8,28280.8,0.26,0.37
18-Dec-24,Executed,claim,42048.75,0.07,39261.27,0,2787.48,1021,15635,0,125,0,23501.27,34155.65,7124.15,41279.8,768.95,41837.33,211.42,41587.82,41279.8,41279.8,0.22,0.38
18-Dec-24,Completed,claim,24161.17,0.07,22485.19,0,1675.98,615,0,0,0,0,22485.19,22689.65,1471.52,24161.17,0,24039.26,121.91,24026.73,24161.17,24161.17,0.23,0.37
18-Dec-24,Completed,claim,1696.08,0.07,1583.4,0,112.68,41,0,0,0,0,1583.4,1240.19,455.89,1696.08,0,1687.57,8.51,1667.59,1696.08,1696.08,0.22,0.52
18-Dec-24,Executed,claim,41029.66,0.07,38343.49,0,2686.17,1012,0,0,0,0,38343.49,35880.85,5029.65,40910.5,119.16,40823.71,205.95,40440.31,40910.5,40910.5,0.22,0.62
18-Dec-24,Completed,claim,19526.03,0.06,18385.41,0,1140.62,396,2042,0,125,0,16218.41,19405.2,120.83,19526.03,0,19428.53,97.5,19417.03,19526.03,19526.03,0.22,0.43
18-Dec-24,Completed,claim,22333.87,0.06,21094.84,0,1239.03,510,0,0,0,0,21094.84,19859.3,2474.57,22333.87,0,22222.35,111.52,22209.1,22333.87,22333.87,0.22,0.55
18-Dec-24,Completed,claim,17483.64,0.06,16434.9,0,1048.74,402,0,0,0,0,16434.9,14995.22,2488.42,17483.64,0,17396.33,87.31,17382.11,17483.64,17483.64,0.22,0.53
18-Dec-24,Completed,claim,26800.66,0.06,25261.64,0,1539.02,524,0,0,0,0,25261.64,26779.03,21.63,26800.66,0,26666.8,133.86,26656.55,26800.66,26800.66,0.23,0.41
18-Dec-24,Completed,claim,5828.13,0.05,5519.15,0,308.98,16,0,0,125,0,5394.15,5828.13,0,5828.13,0,5799.07,29.06,5775.97,5828.13,5828.13,0.18,0.53
18-Dec-24,Completed,claim,1229.86,0.05,1164.67,0,65.19,2,0,0,0,0,1164.67,1229.86,0,1229.86,0,1223.73,6.13,1218.85,1229.86,1229.86,0.18,0.46
18-Dec-24,Completed,claim,1512.63,0.05,1432.34,0,80.29,27,0,0,0,0,1432.34,1506.01,6.62,1512.63,0,1505.09,7.54,1499.09,1512.63,1512.63,0.19,0.53
18-Dec-24,Executed,claim,3779.7,0.05,3579.22,0,200.48,31,0,0,0,0,3579.22,3739.9,0,3739.9,39.8,3760.85,18.85,3745.87,3739.9,3739.9,0.19,0.41
18-Dec-24,Completed,claim,2717.34,0.05,2573.31,0,144.03,2,0,0,0,0,2573.31,2717.34,0,2717.34,0,2703.79,13.55,2693.02,2717.34,2717.34,0.18,0.58
18-Dec-24,Completed,claim,4325.93,0.05,4096.61,0,229.32,8,0,0,0,0,4096.61,4325.93,0,4325.93,0,4304.36,21.57,4287.21,4325.93,4325.93,0.18,0.55
18-Dec-24,Completed,claim,16187.6,0.05,15405.76,0,781.84,119,0,0,125,0,15280.76,15623.77,563.83,16187.6,0,16107.4,80.2,15901.37,16187.6,16187.6,0.21,0.54
18-Dec-24,Completed,claim,16300.4,0.06,15325.66,0,974.74,11,4236,0,125,0,10964.66,16300.4,0,16300.4,0,16218.79,81.61,15993.77,16300.4,16300.4,0.24,0.76
18-Dec-24,Completed,claim,5019.81,0.06,4731.12,0,288.69,11,0,0,0,0,4731.12,4584.01,435.8,5019.81,0,4994.77,25.04,4879.14,5019.81,5019.81,0.23,0.81
18-Dec-24,Executed,claim,19154.46,0.06,18097.56,0,1056.9,32,0,0,0,0,18097.56,19154.46,0,19154.46,0,19058.67,95.79,18906.01,19131.15,19131.15,0.26,1.04
18-Dec-24,Completed,claim,8904.34,0.06,8368.3,0,536.04,18,0,0,0,0,8368.3,8904.34,0,8904.34,0,8859.72,44.62,8748.56,8904.34,8904.34,0.23,1.06
18-Dec-24,Completed,claim,1993.14,0.06,1878.53,0,114.61,1,0,0,0,0,1878.53,1993.14,0,1993.14,0,1983.2,9.94,1937.29,1993.14,1993.14,0.23,0.51
18-Dec-24,Executed,claim,3349.94,0.06,3155.34,0,194.6,22,0,0,0,0,3155.34,3349.94,0,3349.94,0,3333.23,16.71,3260.63,3245.84,3245.84,0.23,0.22
18-Dec-24,Completed,claim,24159.86,0.06,22650.29,0,1509.57,10,0,0,0,0,22650.29,24159.86,0,24159.86,0,24039.18,120.68,23776.05,24159.86,24159.86,0.25,0.65
18-Dec-24,Completed,claim,250856.94,0.05,238816.39,0,12040.55,420,0,0,125,0,238691.39,212584.48,38272.46,250856.94,0,249601.35,1255.59,230378.68,250856.94,250856.94,0.14,1.13
18-Dec-24,Completed,claim,8642.23,0.05,8197.91,0,444.32,6,0,0,125,0,8072.91,8474.23,168,8642.23,0,8599.13,43.1,8599.13,8642.23,8642.23,0.22,0.46
18-Dec-24,Completed,claim,80400,0.05,76661.38,0,3738.62,16,0,0,125,0,76536.38,80400,0,80400,0,79998.2,401.8,79747.3,80400,80400,0.32,0.4
19-Dec-24,Completed,claim,34769.94,0.04,33293.91,28456.2,1476.03,436,5219,0,125,0,27949.91,32566.64,2203.3,34769.94,0,34593.45,176.49,34579.25,34769.94,34769.94,0.17,0.38
20-Dec-24,Completed,claim,26455.5,0.05,25221.41,0,1234.09,86,0,0,125,0,25096.41,26425.5,30,26455.5,0,26323.31,132.19,26203.33,26455.5,26455.5,0.23,0.61
20-Dec-24,Completed,claim,33383.5,0.05,31834.22,0,1549.28,110,0,0,0,0,31834.22,30503.5,2880,33383.5,0,33216.69,166.81,33078.27,33383.5,33383.5,0.23,0.91
20-Dec-24,Completed,claim,27469.13,0.06,25889.31,0,1579.82,50,0,0,125,0,25764.31,26362.13,1107,27469.13,0,27332.03,137.1,27324.13,27469.13,27469.13,0.25,0.9
20-Dec-24,Completed,claim,5693.47,0.06,5375,0,318.47,5,0,0,125,0,5250,3750.28,1943.19,5693.47,0,5665.57,27.9,5665.57,5693.47,5693.47,0.24,0.57
21-Dec-24,Completed,claim,108456.79,0.04,103683.09,0,4773.7,269,15501,0,125,0,88057.09,101022.23,7434.56,108456.79,0,107914.29,542.5,107812.79,108456.79,108456.79,0.15,1.44
23-Dec-24,Executed,claim,12931.56,0.05,12245.93,0,685.63,48,0,0,125,0,12120.93,5261.67,44.23,5305.9,7625.66,12866.84,64.72,12692.2,5305.9,5305.9,0.18,0
23-Dec-24,Completed,claim,2710.26,0.05,2566.47,0,143.79,28,0,0,0,0,2566.47,2710.26,0,2710.26,0,2696.7,13.56,2660.09,2710.26,2710.26,0.18,0.32
23-Dec-24,Completed,claim,8265.58,0.05,7827.31,0,438.27,36,0,0,0,0,7827.31,8265.58,0,8265.58,0,8224.22,41.36,8116.43,8265.58,8265.58,0.18,0.52
23-Dec-24,Executed,claim,4328.17,0.05,4098.58,0,229.59,40,0,0,0,0,4098.58,2065.68,0,2065.68,2262.49,4306.51,21.66,4252.02,2065.68,2065.68,0.18,0
23-Dec-24,Executed,claim,5057.49,0.05,4789.42,0,268.07,4,0,0,0,0,4789.42,4664.37,0,4664.37,393.12,5032.18,25.31,4963.88,4664.37,4664.37,0.18,-0.23
23-Dec-24,Completed,claim,2009.12,0.05,1902.45,0,106.67,42,0,0,0,0,1902.45,2009.12,0,2009.12,0,1999.07,10.05,1971.93,2009.12,2009.12,0.18,0.67
23-Dec-24,Executed,claim,113711.03,0.06,106810.55,0,6900.48,996,0,0,125,0,106685.55,93113.99,19193.23,112307.22,1403.81,113142.73,568.3,110046.05,111381.58,111381.58,0.19,0.2
23-Dec-24,Completed,claim,33802.88,0.05,32122.89,0,1679.99,129,0,0,125,0,31997.89,27045.04,6757.84,33802.88,0,33632.79,170.09,33096.17,33802.88,33802.88,0.21,0.55
23-Dec-24,Completed,claim,19116.9,0.06,18056.73,2995.79,1060.17,47,0,0,125,0,17931.73,17696.17,1420.73,19116.9,0,19021.2,95.7,19021.2,19116.9,19116.9,0.19,0.77
23-Dec-24,Completed,claim,7294.97,0.05,6906.74,0,388.23,6,0,0,125,0,6781.74,7294.97,0,7294.97,0,7258.57,36.4,7235.47,7294.97,7294.97,0.21,0.71
23-Dec-24,Executed,claim,83849.07,0.06,78859.14,0,4989.93,656,0,0,125,0,78734.14,74723.84,0,74723.84,9125.23,83428.77,420.3,80366.52,74723.84,74723.84,0.21,-0.32
23-Dec-24,Executed,claim,455074.8,0.05,432588.92,0,22485.88,6561,0,0,125,0,432463.92,416893.87,31061.97,447955.84,7118.96,452797.79,2277.01,446581.67,447955.84,447955.84,0.17,0.29
23-Dec-24,Executed,claim,186390.45,0.05,177143.41,0,9247.04,2400,0,0,0,0,177143.41,178993.34,7037.51,186030.85,359.6,185457.82,932.63,182970.68,186030.85,186030.85,0.17,0.44
23-Dec-24,Completed,claim,169070.76,0.05,160708.38,0,8362.38,1988,0,0,0,0,160708.38,157687.87,11382.89,169070.76,0,168224.8,845.96,165930.04,169070.76,169070.76,0.17,0.41
23-Dec-24,Executed,claim,269904.68,0.05,256613.67,0,13291.01,3217,0,0,0,0,256613.67,252440.76,17463.92,269904.68,0,268554.19,1350.49,264795.47,269743.38,269743.38,0.17,0.45
23-Dec-24,Completed,claim,125651.23,0.05,119442.71,0,6208.52,1655,0,0,0,0,119442.71,122574.92,3076.31,125651.23,0,125022.52,628.71,123306.26,125651.23,125651.23,0.17,0.48
24-Dec-24,Completed,claim,4585.12,0.05,4336.07,0,249.05,4,0,0,125,0,4211.07,3168.32,1416.8,4585.12,0,4562.32,22.8,4540.52,4585.12,4585.12,0.23,1.37
24-Dec-24,Executed,claim,19086.65,0.06,17936.84,0,1149.81,211,0,0,125,0,17811.84,17333.61,1738.03,19071.64,15.01,18990.05,96.6,18554.38,19071.64,19071.64,0.21,0.45
24-Dec-24,Executed,claim,37192.88,0.06,34960,0,2232.88,253,14020,0,125,0,20815,18303.21,16105.2,34408.41,2784.47,37006.68,186.2,35892.28,34408.41,34408.41,0.17,-0.07
24-Dec-24,Executed,claim,454242.01,0.04,435474.3,53307.03,18767.71,2534,0,0,125,0,435349.3,412791.8,40136.16,452927.96,1314.05,451967.91,2274.1,449445.01,452393.4,452393.4,0.18,0.18
24-Dec-24,Completed,claim,16341.66,0.06,15360.66,0,981,30,0,0,125,0,15235.66,15301.41,1040.25,16341.66,0,16259.76,81.9,16254.26,16341.66,16341.66,0.26,0.89
24-Dec-24,Executed,claim,45475.28,0.07,42503.55,0,2971.73,1431,0,0,125,0,42378.55,45038.48,182.91,45221.39,253.89,45248.08,227.2,41744.93,45221.39,45221.39,0.16,0.4
24-Dec-24,Executed,claim,51491.9,0.08,47537.97,0,3953.93,1267,2126,0,125,0,45286.97,43068.4,8423.5,51491.9,0,51234.6,257.3,49491.82,51357.9,51357.9,0.2,0.57
24-Dec-24,Completed,claim,24394.08,0.05,23170.95,6216.68,1223.13,45,0,0,125,0,23045.95,24337.98,56.1,24394.08,0,24272.08,122,24272.08,24394.08,24394.08,0.22,0.76
24-Dec-24,Completed,claim,6539.82,0.06,6163.77,0,376.05,3,0,0,125,0,6038.77,6539.82,0,6539.82,0,6507.03,32.79,6240.12,6539.82,6539.82,0.21,0.64
24-Dec-24,Completed,claim,3141.67,0.06,2960.15,0,181.52,9,0,0,0,0,2960.15,3141.67,0,3141.67,0,3125.92,15.75,3001.06,3141.67,3141.67,0.21,0.53
24-Dec-24,Completed,claim,6322.3,0.06,5927.98,0,394.32,4,0,0,0,0,5927.98,6322.3,0,6322.3,0,6290.81,31.49,6158.3,6322.3,6322.3,0.2,1.92
24-Dec-24,Completed,claim,1710.94,0.05,1616.92,0,94.02,9,0,0,0,0,1616.92,1710.94,0,1710.94,0,1702.71,8.23,1680.85,1710.94,1710.94,0.21,1.18
24-Dec-24,Completed,claim,3049.84,0.06,2875.11,0,174.73,5,0,0,0,0,2875.11,3049.84,0,3049.84,0,3034.57,15.27,2914.7,3049.84,3049.84,0.21,0.41
24-Dec-24,Completed,claim,31385.37,0.06,29520.82,0,1864.55,24,0,0,0,0,29520.82,31385.12,0.25,31385.37,0,31228.3,157.07,30487.62,31385.37,31385.37,0.21,1.11
24-Dec-24,Completed,claim,28512.04,0.05,27178.41,0,1333.63,92,0,0,125,0,27053.41,28208.71,303.33,28512.04,0,28369.28,142.76,28255.42,28512.04,28512.04,0.24,1.01
24-Dec-24,Completed,claim,43911.44,0.05,41821.71,0,2089.73,148,0,0,0,0,41821.71,43482.4,429.04,43911.44,0,43691.67,219.77,43499.43,43911.44,43911.44,0.24,0.91
24-Dec-24,Completed,claim,19228,0.05,18333.59,0,894.41,119,0,0,125,0,18208.59,19228,0,19228,0,19131.9,96.1,19131.9,19228,19228,0.21,2.09
24-Dec-24,Completed,claim,21610.62,0.04,20706.87,0,903.75,703,0,0,125,0,20581.87,21565.67,44.95,21610.62,0,21501.72,108.9,21501.72,21610.62,21610.62,0.17,0.18
25-Dec-24,Executed,claim,592678.08,0.05,563107.17,211054.5,29570.91,1240,0,0,125,0,562982.17,476962.26,115191.62,592153.88,524.2,589714.68,2963.4,576064.8,592153.88,592153.88,0.2,0.42
25-Dec-24,Completed,claim,4187.99,0.05,3973.89,0,214.1,3,0,0,125,0,3848.89,4187.99,0,4187.99,0,4166.99,21,4166.99,4187.99,4187.99,0.23,0.57
25-Dec-24,Completed,claim,211800,0.05,201951.18,0,9848.82,46,0,0,125,0,201826.18,211800,0,211800,0,210741,1059,210073.2,211800,211800,0.31,1.03
25-Dec-24,Completed,claim,152128.98,0.05,145130.42,0,6998.56,123,0,0,125,0,145005.42,152128.98,0,152128.98,0,151368.28,760.7,151362.28,152128.98,152128.98,0.14,1.74
25-Dec-24,Completed,claim,252389.69,0.05,240771.31,1095.18,11618.38,193,0,0,125,0,240646.31,252389.69,0,252389.69,0,251127.09,1262.6,251117.99,252389.69,252389.69,0.2,1.85
25-Dec-24,Completed,claim,167474.7,0.04,160435.14,0,7039.56,1035,405,0,125,0,159905.14,154622.67,12852.03,167474.7,0,166637.11,837.59,166028.56,167474.7,167474.7,0.2,0.57
25-Dec-24,Executed,claim,192569.1,0.04,184475.11,0,8093.99,1177,0,0,0,0,184475.11,176343.24,16051.86,192395.1,174,191606.29,962.81,190896.44,192395.1,192395.1,0.2,0.51
25-Dec-24,Completed,claim,38629.81,0.04,37005.13,0,1624.68,453,0,0,125,0,36880.13,38629.78,0.03,38629.81,0,38436.22,193.59,38398.98,38629.81,38629.81,0.21,0.3
25-Dec-24,Completed,claim,21441.98,0.04,20539.68,0,902.3,338,0,0,0,0,20539.68,21441.98,0,21441.98,0,21334.57,107.41,21314.21,21441.98,21441.98,0.21,0.22
25-Dec-24,Completed,claim,2822.43,0.05,2672.82,0,149.61,3,0,0,125,0,2547.82,2822.43,0,2822.43,0,2808.3,14.13,2770.52,2822.43,2822.43,0.18,0.74
25-Dec-24,Executed,claim,14884.66,0.05,14095.71,0,788.95,11,5845,0,0,0,8250.71,114.35,0,114.35,14770.31,14810.15,74.51,14610.88,114.35,114.35,0.18,0
25-Dec-24,Executed,claim,4860.86,0.05,4603.18,0,257.68,9,0,0,0,0,4603.18,328.79,0,328.79,4532.07,4836.53,24.33,4771.45,328.79,328.79,0.18,0
25-Dec-24,Completed,claim,1813.13,0.05,1716.94,0,96.19,17,0,0,0,0,1716.94,1812.72,0.41,1813.13,0,1804.07,9.06,1780.98,1813.13,1813.13,0.16,0.64
25-Dec-24,Completed,claim,3927.5,0.05,3719.34,0,208.16,1,0,0,0,0,3719.34,3927.5,0,3927.5,0,3907.84,19.66,3855.26,3927.5,3927.5,0.18,0.77
25-Dec-24,Executed,claim,5006.77,0.05,4741.26,0,265.51,35,0,0,0,0,4741.26,4931.59,0,4931.59,75.18,4981.71,25.06,4914.68,4931.59,4931.59,0.18,0.49
25-Dec-24,Executed,claim,1894.72,0.05,1794.29,0,100.43,1,0,0,0,0,1794.29,0,0,0,1894.72,1885.24,9.48,1859.87,0,0,0.18,0
25-Dec-24,Completed,claim,9625.97,0.05,9115.54,0,510.43,43,0,0,0,0,9115.54,9625.97,0,9625.97,0,9577.78,48.19,9448.92,9625.97,9625.97,0.18,0.51
25-Dec-24,Completed,claim,259200,0.05,247536,0,11664,91,12060,0,125,0,235351,257700,1500,259200,0,257903.8,1296.2,257837.6,259200,259200,0.19,1.46
26-Dec-24,Completed,claim,4533.62,0.05,4301.33,0,232.29,3,0,0,125,0,4176.33,4533.62,0,4533.62,0,4510.42,23.2,4510.42,4533.62,4533.62,0.21,0.76
26-Dec-24,Executed,claim,149319.74,0.05,142244.81,24009.24,7074.93,1089,0,0,125,0,142119.81,143033.63,5739.61,148773.24,546.5,148572.94,746.8,146585.84,148374.84,148374.84,0.2,0.64
26-Dec-24,Completed,claim,29738.9,0.06,27874.45,0,1864.45,53,0,0,125,0,27749.45,27423.65,2315.25,29738.9,0,29590.3,148.6,29569.4,29738.9,29738.9,0.24,0.72
27-Dec-24,Completed,claim,246634.2,0.05,235534.12,0,11100.08,466,12197,0,125,0,223212.12,235828.54,10805.66,246634.2,0,245401.45,1232.75,245370.02,246634.2,246634.2,0.2,0.72
27-Dec-24,Completed,claim,89708.97,0.05,85671.51,0,4037.46,162,0,0,0,0,85671.51,85287.15,4421.82,89708.97,0,89260.57,448.4,89247.77,89708.97,89708.97,0.2,0.77
27-Dec-24,Completed,claim,49264.35,0.05,47047.24,0,2217.11,100,0,0,0,0,47047.24,45568.33,3696.02,49264.35,0,49018.1,246.25,49014.23,49264.35,49264.35,0.2,0.91
27-Dec-24,Completed,claim,1146448.95,0.04,1100582.73,0,45866.22,5315,0,0,125,0,1100457.73,1142085.95,4363,1146448.95,0,1140716.55,5732.4,1140002.75,1146448.95,1146448.95,0.16,2.88
27-Dec-24,Executed,claim,4013.08,0.05,3800.38,0,212.7,1,0,0,125,0,3675.38,0,0,0,4013.08,3993.02,20.06,3723.27,0,0,0.15,0
27-Dec-24,Executed,claim,17562.05,0.05,16631.22,16631.22,930.83,7,0,0,0,0,16631.22,12470.95,0.73,12471.68,5090.37,17474.26,87.79,16293.77,12471.68,12471.68,0.15,0
27-Dec-24,Executed,claim,7538.89,0.05,7139.32,0,399.57,2,0,0,0,0,7139.32,0,0,0,7538.89,7501.2,37.69,6994.45,0,0,0.15,0
27-Dec-24,Completed,claim,1294.43,0.05,1225.75,0,68.68,15,0,0,0,0,1225.75,1294.43,0,1294.43,0,1287.96,6.47,1200.95,1294.43,1294.43,0.15,0.58
27-Dec-24,Completed,claim,3854.57,0.05,3650.26,0,204.31,4,0,0,0,0,3650.26,3854.57,0,3854.57,0,3835.3,19.27,3576.2,3854.57,3854.57,0.15,0.34
27-Dec-24,Completed,claim,9366.93,0.05,8869.67,0,497.26,168,0,0,0,0,8869.67,9366.93,0,9366.93,0,9320.11,46.82,8690.48,9366.93,9366.93,0.15,0.11
27-Dec-24,Completed,claim,2367.74,0.05,2242.24,0,125.5,1,0,0,0,0,2242.24,2367.74,0,2367.74,0,2355.9,11.84,2196.75,2367.74,2367.74,0.15,0.07
27-Dec-24,Completed,claim,4741.12,0.05,4489.66,0,251.46,37,0,0,0,0,4489.66,4741.12,0,4741.12,0,4717.42,23.7,4402.26,4741.12,4740.68,0.15,0.09
27-Dec-24,Completed,claim,17462.96,0.05,16537.27,0,925.69,26,0,0,0,0,16537.27,17462.96,0,17462.96,0,17375.66,87.3,16201.83,17462.96,17462.96,0.15,0.99
27-Dec-24,Executed,claim,2675.93,0.05,2534.1,0,141.83,1,0,0,0,0,2534.1,0,0,0,2675.93,2662.55,13.38,2482.68,0,0,0.15,0
27-Dec-24,Completed,claim,11352.15,0.05,10750.19,0,601.96,64,0,0,0,0,10750.19,11248.2,103.95,11352.15,0,11295.4,56.75,10532.33,11352.15,11352.15,0.15,0.12
27-Dec-24,Completed,claim,1564.54,0.05,1481.55,0,82.99,13,0,0,0,0,1481.55,1564.54,0,1564.54,0,1556.72,7.82,1451.55,1564.54,1564.54,0.15,0.35
27-Dec-24,Executed,claim,5223.41,0.05,4946.53,0,276.88,8,0,0,0,0,4946.53,3312.15,0,3312.15,1911.26,5197.3,26.11,4846.19,3312.15,3312.15,0.15,0
27-Dec-24,Completed,claim,3040.73,0.05,2879.53,0,161.2,7,0,0,0,0,2879.53,3040.73,0,3040.73,0,3025.53,15.2,2821.14,3040.73,3040.73,0.15,0.85
27-Dec-24,Completed,claim,9369.19,0.05,8872.44,0,496.75,38,0,0,0,0,8872.44,6219.89,3149.3,9369.19,0,9322.35,46.84,8692.57,9369.19,9369.19,0.15,0.5
27-Dec-24,Executed,claim,32754.96,0.06,30751.44,0,2003.52,914,151,0,125,0,30475.44,31553.71,16.8,31570.51,1184.45,32591.06,163.9,29218.1,31570.51,31570.51,0.15,0.12
27-Dec-24,Completed,claim,28913.4,0.06,27212.51,0,1700.89,805,0,0,125,0,27087.51,26840.63,2072.77,28913.4,0,28769.1,144.3,24935.9,28913.4,28913.4,0.14,0.31
27-Dec-24,Executed,claim,15724.48,0.05,14891.04,0,833.44,8,0,0,0,0,14891.04,13070.07,0,13070.07,2654.41,15645.78,78.7,15604.84,13070.07,13070.07,0.19,0
27-Dec-24,Completed,claim,7928.71,0.05,7527.62,0,401.09,3,0,0,125,0,7402.62,7138.96,789.75,7928.71,0,7889.71,39,7875.5,7928.71,7928.71,0.22,0.23
27-Dec-24,Completed,claim,101100,0.05,96398.83,0,4701.17,24,0,0,125,0,96273.83,101100,0,101100,0,100594.6,505.4,100256.5,101100,101100,0.31,0.89
30-Dec-24,Completed,claim,425400,0.04,407320.5,0,18079.5,55,3600,0,125,0,403595.5,425400,0,425400,0,423273,2127,423128.4,425400,425400,0.17,0.64
30-Dec-24,Completed,claim,27646.41,0.06,25872.14,0,1774.27,50,0,0,125,0,25747.14,21390.66,6255.75,27646.41,0,27507.31,139.1,27492.21,27646.41,27646.41,0.24,0.73
30-Dec-24,Completed,claim,32227.5,0.06,30406.42,0,1821.08,48,0,0,125,0,30281.42,32227.5,0,32227.5,0,32066.8,160.7,32066.8,32227.5,32227.5,0.26,0.36
30-Dec-24,Completed,claim,4498.85,0.07,4205.12,0,293.73,57,0,0,125,0,4080.12,4498.85,0,4498.85,0,4476.27,22.58,4409.18,4498.85,4498.85,0.22,0.74
30-Dec-24,Executed,claim,38910.45,0.06,36382.12,0,2528.33,776,0,0,0,0,36382.12,38757.02,153.43,38910.45,0,38714.94,195.51,38268.34,38851.84,38851.84,0.22,0.65
30-Dec-24,Completed,claim,25814.43,0.07,24129.02,0,1685.41,666,18001,0,0,0,6128.02,25725.54,88.89,25814.43,0,25684.53,129.9,25550.68,25814.43,25814.43,0.22,0.61
30-Dec-24,Completed,claim,14428.56,0.07,13432.92,0,995.64,379,0,0,0,0,13432.92,14345.22,83.34,14428.56,0,14356.15,72.41,14334.49,14428.56,14428.56,0.22,0.58
30-Dec-24,Completed,claim,8099,0.05,7669.74,0,429.26,2,0,0,125,0,7544.74,8099,0,8099,0,8058.54,40.46,8026.12,8099,8099,0.19,0.47
30-Dec-24,Executed,claim,4702.06,0.05,4452.84,0,249.22,2,0,0,0,0,4452.84,2336.35,0,2336.35,2365.71,4678.57,23.49,4659.75,2336.35,2336.35,0.19,0
30-Dec-24,Executed,claim,3014.31,0.05,2854.55,0,159.76,1,0,0,0,0,2854.55,0,0,0,3014.31,2999.25,15.06,2987.19,0,0,0.19,0
