ID,Reference,Deal date,Status,Product,Provider,Group,Purchase value,Discount,Purchase price,New business,Gross revenue,Claim count,Reinvestment,Setup fee,Other fee,Adjustments,Release amount,Paid by insurance,Denied by insurance,Received insurance response,Pending insurance response,Expected collection days,Expected total,Provisions,Expected till date,Collection days so far,Collected till date,Collected till date by owner,Expected IRR,Actual IRR,Actual IRR for owner,VAT on purchased assets,VAT on fees,Owner,Released from,FundStatus,AccountManager,SalesManager,Expected in 30 days,Expected in 60 days,Expected in 90 days,Expected in 120 days,Expected in 150 days,Expected in 180 days,Expected in 210 days,Expected in 240 days,Expected in 270 days,Expected in 300 days,Expected in 330 days,Expected in 360 days,Expected in 390 days,Actual in 30 days,Actual in 60 days,Actual in 90 days,Actual in 120 days,Actual in 150 days,Actual in 180 days,Actual in 210 days,Actual in 240 days,Actual in 270 days,Actual in 300 days,Actual in 330 days,Actual in 360 days,Actual in 390 days
66dc3fc4900aaacdd3d73059,2409/003063/BESTHEALTH-PH/0006,07 Sep 2024,Completed,claim,BESTHEALTH-PH,BESTHEALTH-PH,36261.43,0.06,33920.55,0,2340.88,353,3890,0,125,0,29905.55,34139.35,2122.08,36261.43,0,109,36080.13,181.3,36080.13,47,36261.43,36261.43,0.21,0.67,0.67,111.47,5.95,SPV3,SPV3,Completed,Sami Herbawi,Ashly Jacob,0,3458.17,18735.18,24666.9,25208.76,36057.35,36057.35,36060.54,36060.54,36060.54,36075.94,36075.94,36080.13,24425.85,31266.96,34014.04,34744.65,34744.98,34744.98,34744.98,34744.98,34744.98,34744.98,34744.98,34744.98,36261.43
66dc40cd900aaacdd3d731bc,2409/003064/BREEZE/0009,07 Sep 2024,Completed,claim,BREEZE,BREEZE,8894.99,0.05,8439.54,0,455.45,96,739,0,125,0,7575.54,7752.25,1142.74,8894.99,0,73,8850.52,44.47,8850.52,100,8894.99,8894.99,0.25,0.2,0.2,21.69,5.95,SPV3,SPV3,Completed,Sami Herbawi,Ashly Jacob,0,3288.3,7778.07,8310.99,8532.63,8630.97,8669.25,8718.13,8821.02,8821.02,8821.24,8821.24,8850.55,588.49,619.49,619.49,8894.99,8894.99,8894.99,8894.99,8894.99,8894.99,8894.99,8894.99,8894.99,8894.99
66dc413c900aaacdd3d7321e,2409/003065/INTERCARE/0032,07 Sep 2024,Completed,claim,INTERCARE,INTERCARE,27583.76,0.05,26203.93,0,1379.83,73,0,0,125,0,26078.93,25749.2,1834.56,27583.76,0,78,27445.84,137.92,27445.84,14,27583.76,27583.76,0.23,0.91,0.9,65.71,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,16875.53,18901.95,23155.56,24544.26,25969.37,27177.13,27431.94,27437.83,27437.83,27437.83,27437.83,27445.84,24453.6,26411.68,27583.76,27583.76,27583.76,27583.76,27583.76,27583.76,27583.76,27583.76,27583.76,27583.76,27583.76
66dedc50900aaacdd3d73730,2409/003067/PUBLICLIFE/0011,09 Sep 2024,Completed,claim,PUBLICLIFE,PUBLICLIFE,37728.14,0.07,35247.87,7958.54,2480.27,1409,0,0,125,0,35122.87,37568.75,159.39,37728.14,0,186,37539.5,188.64,37539.5,99,37728.14,37728.14,0.12,0.27,0.26,118.11,5.95,SPV3,SPV3,Completed,Sami Herbawi,Said A S,0,1326.63,8759.4,16813.31,24354.76,24379.54,26759.73,26759.73,26759.73,26759.73,26759.73,26759.73,37539.5,974.75,4301.26,26454.04,26454.04,27951.12,27951.12,37728.14,37728.14,37728.14,37728.14,37728.14,37728.14,37728.14
66dee02d900aaacdd3d73cb3,2409/003068/ABRIS/0016,09 Sep 2024,Completed,claim,ABRIS,ABRIS,30081.78,0.07,27954.48,0,2127.3,581,0,0,125,0,27829.48,27130.1,2951.68,30081.78,0,117,29931.36,150.42,29931.36,36,30081.78,30081.78,0.22,0.96,0.7,101.3,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,1871.76,12586.76,20087.45,24704.64,26714.66,28055.01,29259.02,29861.78,29931.36,29931.36,29931.36,29931.36,10621.35,28599.23,29655.96,29731.05,30081.78,30081.78,30081.78,30081.78,30081.78,30081.78,30081.78,30081.78,30081.78
66dee08b900aaacdd3d73efa,2409/003069/TRANSFORM/0085,09 Sep 2024,Completed,claim,TRANSFORM,TRANSFORM,73280.5,0.06,68960.2,0,4320.3,136,0,0,125,0,68835.2,65355.14,7925.36,73280.5,0,115,72914.1,366.4,72914.1,54,73280.5,73280.5,0.18,0.47,0.47,205.73,5.95,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,13050.58,39226.89,46262.81,51801.25,57988.68,67424.73,70064.15,71510.26,72640.23,72640.23,72815.49,72914.08,11939.74,48907.88,67692.86,70255.81,70255.81,70255.81,73280.5,73280.5,73280.5,73280.5,73280.5,73280.5,73280.5
66dee2c7900aaacdd3d73f84,2409/003070/ZNEEM-AYAZ/0048,09 Sep 2024,Completed,claim,ZNEEM-AYAZ,ZNEEM PHARMACIES,7461.27,0.05,7065.45,0,395.82,67,0,0,125,0,6940.45,7461.27,0,7461.27,0,112,7423.96,37.31,7423.96,39,7461.27,7461.27,0.16,0.61,0.53,18.85,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,428.41,2263.86,5564.5,6647.74,7100.97,7290.25,7312.89,7328.89,7347.1,7354.78,7361.9,7423.96,1216.44,7461.27,7461.27,7461.27,7461.27,7461.27,7461.27,7461.27,7461.27,7461.27,7461.27,7461.27,7461.27
66dee2c7900aaacdd3d73f85,2409/003071/ZNEEM-RUKN/0021,09 Sep 2024,Completed,claim,ZNEEM-RUKN,ZNEEM PHARMACIES,1226.41,0.05,1161.38,0,65.03,5,0,0,0,0,1161.38,1226.41,0,1226.41,0,112,1220.28,6.13,1220.28,48,1226.41,1226.41,0.16,0.47,0.45,3.1,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,70.42,372.11,914.63,1092.69,1167.19,1198.3,1202.02,1204.65,1207.64,1208.9,1210.07,1220.27,0,1226.41,1226.41,1226.41,1226.41,1226.41,1226.41,1226.41,1226.41,1226.41,1226.41,1226.41,1226.41
66dee2c7900aaacdd3d73f86,2409/003072/ZNEEM-NEEMGREEN/0022,09 Sep 2024,Completed,claim,ZNEEM-NEEMGREEN,ZNEEM PHARMACIES,1044.66,0.05,989.26,0,55.4,5,0,0,0,0,989.26,1044.66,0,1044.66,0,117,1039.44,5.22,1039.44,42,1044.66,1044.66,0.16,0.55,0.55,2.64,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,54.51,287.83,731.07,889.45,952.26,1008.44,1022.59,1024.62,1026.93,1027.91,1028.82,1039.43,65.6,1013.66,1013.66,1044.66,1044.66,1044.66,1044.66,1044.66,1044.66,1044.66,1044.66,1044.66,1044.66
66dee2c7900aaacdd3d73f87,2409/003073/ZNEEM-SHAJARAT/0041,09 Sep 2024,Completed,claim,ZNEEM-SHAJARAT,ZNEEM PHARMACIES,3658.26,0.05,3464.02,0,194.24,78,0,0,0,0,3464.02,3658.26,0,3658.26,0,112,3639.97,18.29,3639.97,44,3658.26,3658.26,0.16,0.52,0.5,9.25,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,210.05,1109.97,2728.27,3259.38,3481.6,3574.4,3585.5,3593.34,3602.27,3606.04,3609.53,3639.95,902.15,3413.27,3516.63,3612.39,3658.26,3658.26,3658.26,3658.26,3658.26,3658.26,3658.26,3658.26,3658.26
66dee2c7900aaacdd3d73f88,2409/003074/ZNEEM-TOPCARE/0048,09 Sep 2024,Completed,claim,ZNEEM-TOPCARE,ZNEEM PHARMACIES,4665.95,0.05,4418.39,0,247.56,53,0,0,0,0,4418.39,4665.95,0,4665.95,0,112,4642.62,23.33,4642.62,35,4665.95,4665.95,0.16,0.7,0.61,11.79,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,265.88,1404.95,3462.05,4141.94,4425.13,4554.46,4572.67,4582.6,4593.9,4598.67,4603.09,4642.61,1938.94,4325.74,4630.27,4665.95,4665.95,4665.95,4665.95,4665.95,4665.95,4665.95,4665.95,4665.95,4665.95
66dee2c7900aaacdd3d73f89,2409/003075/ZNEEM-MAWJOOD/0050,09 Sep 2024,Completed,claim,ZNEEM-MAWJOOD,ZNEEM PHARMACIES,7377.64,0.05,6985.6,0,392.04,49,0,0,0,0,6985.6,7372.43,5.21,7377.64,0,112,7340.75,36.89,7340.75,34,7377.64,7377.64,0.16,0.72,0.64,18.67,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,423.61,2238.49,5502.14,6573.25,7021.4,7208.56,7230.95,7246.77,7264.77,7272.36,7279.4,7340.77,2476.58,7306.45,7377.64,7377.64,7377.64,7377.64,7377.64,7377.64,7377.64,7377.64,7377.64,7377.64,7377.64
66dee2c7900aaacdd3d73f8a,2409/003076/ZNEEM-ABUDHABI/0032,09 Sep 2024,Completed,claim,ZNEEM-ABUDHABI,ZNEEM PHARMACIES,2414.2,0.05,2286.24,0,127.96,2,0,0,0,0,2286.24,2414.2,0,2414.2,0,112,2402.13,12.07,2402.13,49,2414.2,2414.2,0.16,0.46,0.44,6.09,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,138.61,732.49,1800.46,2150.96,2297.61,2358.85,2366.18,2371.36,2377.25,2379.73,2382.03,2402.11,0,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2
66def014900aaacdd3d74093,2409/003077/DISC-DMCC/0058,09 Sep 2024,Completed,claim,DISC-DMCC,DISC GROUP,6240,0.05,5927.33,0,312.67,21,0,0,125,0,5802.33,6240,0,6240,0,75,6208.8,31.2,6208.8,46,6240,6240,0.24,0.47,0.39,14.89,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,1936.6,5246.78,6027.88,6180.79,6200.43,6208.29,6208.29,6208.29,6208.29,6208.29,6208.29,6208.8,3282.5,4912.5,5625,5625,5625,6240,6240,6240,6240,6240,6240,6240,6240
66def014900aaacdd3d74094,2409/003078/DISC-DHCC/0059,09 Sep 2024,Completed,claim,DISC-DHCC,DISC GROUP,8601,0.05,8192.19,0,408.81,29,0,0,0,0,8192.19,8568.74,32.26,8601,0,67,8557.99,43.01,8557.99,88,8601,8601,0.25,0.22,0.2,19.47,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,4143.05,7741.72,8428.57,8538.75,8551.8,8557.45,8557.45,8557.45,8557.45,8557.45,8557.45,8558,5637.5,6823.5,7093.5,7093.5,7093.5,7093.5,7093.5,7093.5,7093.5,7093.5,7093.5,7093.5,8601
66def21c900aaacdd3d740c8,2409/003079/MARHABA/0061,09 Sep 2024,Completed,claim,MARHABA,MARHABA GROUP,39368.82,0.05,37298.72,0,2070.1,25,0,0,125,0,37173.72,26917.16,12451.66,39368.82,0,79,39171.98,196.84,39171.98,70,39368.82,39368.82,0.24,0.32,0.29,98.58,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,8404.64,34582.98,37678.02,38529.21,38825.01,38877.65,38956.42,39008.7,39014.2,39014.2,39019.97,39171.97,25347.56,25347.56,33350.71,34826.99,34826.99,34826.99,34826.99,34826.99,34826.99,34936.99,34936.99,34936.99,39368.82
66def21c900aaacdd3d740c9,2409/003080/YAMAMAH/0016,09 Sep 2024,Completed,claim,YAMAMAH,MARHABA GROUP,6296.89,0.06,5934.8,0,362.09,3,0,0,0,0,5934.8,6296.89,0,6296.89,0,92,6265.41,31.48,6265.41,14,6296.89,6296.89,0.23,2.92,1.54,17.24,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,693.35,4542.63,5581.47,5971.75,6103.99,6124.27,6150.53,6156.2,6156.2,6156.2,6160.67,6265.4,6296.89,6296.89,6296.89,6296.89,6296.89,6296.89,6296.89,6296.89,6296.89,6296.89,6296.89,6296.89,6296.89
66def21c900aaacdd3d740ca,2409/003081/JABAL/0051,09 Sep 2024,Completed,claim,JABAL,MARHABA GROUP,14549.1,0.06,13711.37,0,837.73,24,0,0,0,0,13711.37,14549.1,0,14549.1,0,92,14476.35,72.75,14476.35,56,14549.1,14549.1,0.23,0.44,0.39,39.89,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,1593.32,10475.51,12904.59,13804.83,14107.51,14153.84,14213.65,14226.56,14226.56,14226.56,14236.74,14476.34,4370.35,5845.51,12708.69,14549.1,14549.1,14549.1,14549.1,14549.1,14549.1,14549.1,14549.1,14549.1,14549.1
66def21c900aaacdd3d740cb,2409/003082/JULFAR/0052,09 Sep 2024,Completed,claim,JULFAR,MARHABA GROUP,2816.02,0.06,2647.74,0,168.28,6,0,0,0,0,2647.74,2816.02,0,2816.02,0,99,2801.94,14.08,2801.94,48,2816.02,2816.02,0.22,0.56,0.5,8.01,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,205.1,1468.22,2404.2,2642.83,2719.05,2734.55,2759.96,2785.43,2788.54,2788.54,2788.54,2801.94,2106.86,2106.86,2106.86,2816.02,2816.02,2816.02,2816.02,2816.02,2816.02,2816.02,2816.02,2816.02,2816.02
66def21c900aaacdd3d740cc,2409/003083/AHD/0037,09 Sep 2024,Completed,claim,AHD,MARHABA GROUP,7658.94,0.06,7195.3,0,463.64,5,0,0,0,0,7195.3,7658.94,0,7658.94,0,92,7620.65,38.29,7620.65,22,7658.94,7658.94,0.24,1.57,1.07,22.08,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,647.77,5066.58,6979.8,7420.51,7516.71,7529.55,7542.12,7544.83,7544.83,7544.83,7546.97,7620.66,7658.94,7658.94,7658.94,7658.94,7658.94,7658.94,7658.94,7658.94,7658.94,7658.94,7658.94,7658.94,7658.94
66def21c900aaacdd3d740cd,2409/003084/JADEEDA/0047,09 Sep 2024,Completed,claim,JADEEDA,MARHABA GROUP,17169.55,0.06,16182.18,0,987.37,16,0,0,0,0,16182.18,17169.55,0,17169.55,0,92,17083.7,85.85,17083.7,25,17169.55,17169.55,0.22,1.22,1.09,47.02,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,1881.97,12315.23,15195.95,16271.86,16637.94,16694.77,16769.4,16788.72,16789.22,16789.22,16801.23,17083.71,16821.04,16831.97,17044.97,17169.55,17169.55,17169.55,17169.55,17169.55,17169.55,17169.55,17169.55,17169.55,17169.55
66defa2e900aaacdd3d7411f,2409/003085/ALSAHA/0031,09 Sep 2024,Completed,claim,ALSAHA,ALSAHA,119899.13,0.06,112554.29,0,7344.84,958,0,0,125,0,112429.29,101663.58,18235.55,119899.13,0,120,119298.37,600.76,119298.37,54,119899.13,119899.13,0.18,0.51,0.5,349.75,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,5348.34,32399.29,76601.9,99905.44,107205.45,112440.33,115296.29,115930.07,116350.96,117290.68,118997.02,119298.39,34245.74,95118.5,113115.42,113858.59,114863.49,115062.47,118430.18,118650.68,119399.58,119399.58,119399.58,119449.98,119449.98
66defab9900aaacdd3d7461e,2409/003086/INTERCARE/0033,09 Sep 2024,Completed,claim,INTERCARE,INTERCARE,35658.72,0.05,33875.06,0,1783.66,86,1958,0,125,0,31792.06,34097.76,1560.96,35658.72,0,100,35480.43,178.29,35480.43,16,35658.72,35658.72,0.17,1.84,1.35,84.94,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,3289.69,21877.68,24941.85,30071.6,31884.06,33857.84,35120.65,35440.89,35445.26,35445.26,35445.26,35480.44,33838.56,35203.68,35658.72,35658.72,35658.72,35658.72,35658.72,35658.72,35658.72,35658.72,35658.72,35658.72,35658.72
66e0199a2ca091eb0d404562,2409/003087/HIGHLIFE/0039,10 Sep 2024,Completed,claim,HIGHLIFE,HIGHLIFE,58708.2,0.08,54288.54,0,4419.66,1344,6204,0,125,0,47959.54,47211.7,11496.5,58708.2,0,175,58414.66,293.54,58414.66,85,58708.2,58708.2,0.16,0.38,0.38,210.46,5.95,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,3286.59,11318.11,25383.81,39869.26,41695.5,43880,43957.04,43957.04,43957.04,43957.04,43957.04,58414.66,7955.6,12915.1,42656.6,47829.6,47829.6,58238.6,58238.6,58238.6,58238.6,58238.6,58238.6,58238.6,58238.6
66e141922ca091eb0d404c15,2409/003088/INTERCARE/0034,11 Sep 2024,Completed,claim,INTERCARE,INTERCARE,41024.4,0.05,38972.24,0,2052.16,108,2082,0,125,0,36765.24,40282.8,741.6,41024.4,0,100,40819.28,205.12,40819.28,12,41024.4,41024.4,0.17,2.92,1.02,97.72,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,3775.45,24953.1,28815.47,34658.44,36722.89,38971.11,40409.49,40774.25,40779.22,40779.22,40779.22,40819.28,41024.4,41024.4,41024.4,41024.4,41024.4,41024.4,41024.4,41024.4,41024.4,41024.4,41024.4,41024.4,41024.4
66e14ebb2ca091eb0d404c8f,2409/003089/SALWATY/0002,11 Sep 2024,Completed,claim,SALWATY,SALWATY,235143,0.06,221034.4,0,14108.6,11,10387,0,125,0,210522.4,234891.48,251.52,235143,0,99,233967.29,1175.71,233967.29,40,235143,235143,0.22,0.69,0.7,671.84,5.95,SPV3,SPV3,Completed,Sami Herbawi,Mina Beshai,0,9453.83,119427.35,193800.44,216301.64,233967.29,233967.29,233967.29,233967.29,233967.29,233967.29,233967.29,233967.29,22950,212193,235143,235143,235143,235143,235143,235143,235143,235143,235143,235143,235143
66e155de2ca091eb0d404ca4,2409/003090/DIYAFA/0001,11 Sep 2024,Completed,claim,DIYAFA,DIYAFA,389801.69,0.05,371869.05,371869.05,17932.64,352,0,4000,125,0,367744.05,389801.69,0,389801.69,0,139,387852.68,1949.01,387852.68,68,389801.69,389801.69,0.11,0.27,0.27,853.94,196.43,SPV3,SPV3,Completed,Sami Herbawi,Said A S,0,158.59,96350.97,137728.04,231723.33,305421.61,387584.03,387584.03,387597.64,387852.68,387852.68,387852.68,387852.68,0,114327.21,389801.44,389801.69,389801.69,389801.69,389801.69,389801.69,389801.69,389801.69,389801.69,389801.69,389801.69
66e1addb2ca091eb0d404e06,2409/003091/RELEAF-JABALALI/0034,11 Sep 2024,Completed,claim,RELEAF-JABALALI,RELEAF GROUP,14107.06,0.07,13124.19,0,982.87,500,1509,0,125,0,11490.19,13112.82,994.24,14107.06,0,110,14035.27,71.79,14035.27,74,14107.06,14107.06,0.23,0.4,0.39,46.8,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,375.87,2875.92,12731.2,13631.65,13737.55,14002.09,14013.03,14021.1,14026.71,14034.22,14035.13,14035.27,478.21,7017.2,12371.07,12435.57,12435.57,12435.57,14107.06,14107.06,14107.06,14107.06,14107.06,14107.06,14107.06
66e1addb2ca091eb0d404e07,2409/003092/RELEAF-DIP/0035,11 Sep 2024,Completed,claim,RELEAF-DIP,RELEAF GROUP,18982.61,0.07,17735.56,0,1247.05,566,0,0,0,0,17735.56,16811.82,2170.79,18982.61,0,120,18886.43,96.18,18886.43,44,18982.61,18982.61,0.2,0.69,0.68,59.38,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,740.5,5556.16,13371.18,16063.37,17491.55,18095.13,18292.98,18497.42,18651.56,18859.36,18884.63,18886.43,4192.11,17750.4,18414.36,18615.95,18707.41,18707.41,18764.31,18982.61,18982.61,18982.61,18982.61,18982.61,18982.61
66e1addb2ca091eb0d404e08,2409/003093/RELEAF-ALQUOZ2/0037,11 Sep 2024,Completed,claim,RELEAF-ALQUOZ2,RELEAF GROUP,3977.5,0.07,3718.63,0,258.87,91,0,0,0,0,3718.63,3424.95,552.55,3977.5,0,120,3957.34,20.16,3957.34,58,3977.5,3977.5,0.2,0.52,0.52,12.33,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,168.81,1204.77,2760.6,3355.85,3672.09,3799.07,3840.4,3880.95,3911.21,3951.97,3956.93,3957.33,1222.84,3299.45,3661.72,3851.14,3851.14,3851.14,3887.56,3887.56,3887.56,3887.56,3887.56,3887.56,3887.56
66e1ae882ca091eb0d40528f,2409/003094/SMDC/0008,11 Sep 2024,Completed,claim,SMDC,SMDC,13819.53,0.05,13070.7,9933.08,748.83,14,3963,0,125,0,8982.7,13819.53,0,13819.53,0,90,13750.43,69.1,13750.43,56,13819.53,13819.53,0.21,0.4,0.55,35.66,5.95,SPV3,SPV3,Completed,Sami Herbawi,Ashly Jacob,0,3259.1,10629.23,12659.42,13394.94,13410.39,13497.38,13519.93,13519.93,13519.93,13619.51,13750.43,13750.43,1897.88,9010.61,11817.69,11817.69,13562.65,13562.65,13819.53,13819.53,13819.53,13819.53,13819.53,13819.53,13819.53
66e1af0b2ca091eb0d40529f,2409/003095/DISC-DMCC/0059,11 Sep 2024,Completed,claim,DISC-DMCC,DISC GROUP,18863.5,0.05,17987.2,0,876.3,59,8706,0,125,0,9156.2,18563.5,300,18863.5,0,74,18769.18,94.32,18769.18,32,18863.5,18863.5,0.21,0.66,0.55,41.73,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,8457.92,16360.98,18263.49,18653.55,18715.08,18766.98,18768.55,18768.55,18768.55,18768.55,18768.55,18769.18,13628.5,17423.5,18263.5,18263.5,18263.5,18863.5,18863.5,18863.5,18863.5,18863.5,18863.5,18863.5,18863.5
66e1af0b2ca091eb0d4052a0,2409/003096/DISC-DHCC/0060,11 Sep 2024,Completed,claim,DISC-DHCC,DISC GROUP,26914.75,0.05,25649.65,0,1265.1,88,0,0,0,0,25649.65,26497.49,417.26,26914.75,0,74,26780.17,134.58,26780.17,35,26914.75,26914.75,0.22,0.62,0.5,60.24,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,12626.13,23431.1,25874.78,26556.79,26669.73,26775.22,26778.46,26778.46,26778.46,26778.46,26778.46,26780.16,17926.75,24773.5,26273.5,26543.5,26543.5,26543.5,26543.5,26543.5,26543.5,26543.5,26543.5,26543.5,26914.75
66e1af772ca091eb0d405335,2409/003097/INTERCARE/0035,11 Sep 2024,Executed,claim,INTERCARE,INTERCARE,38194.48,0.05,36284,0,1910.48,92,0,0,125,0,36159,34472.24,3722.24,38194.48,0,100,38003.51,190.97,38003.51,15,38649.52,38649.52,0.17,1.41,0.61,90.98,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,3515.02,23231.8,26827.74,32267.65,34189.69,36282.82,37621.98,37961.58,37966.2,37966.2,37966.2,38003.5,36829.36,37739.44,37739.44,37739.44,37739.44,37739.44,37739.44,37739.44,37739.44,37739.44,38194.48,38194.48,38194.48
66e1afa72ca091eb0d405393,2409/003098/WINDSOR/0009,11 Sep 2024,Completed,claim,WINDSOR,WINDSOR,55530.63,0.06,52273.46,5725.76,3257.17,97,14360,0,125,0,37788.46,45533.83,9996.8,55530.63,0,109,55252.98,277.65,55252.98,36,55530.63,55530.63,0.19,0.76,0.76,155.1,5.95,SPV3,SPV3,Completed,Sami Herbawi,Said A S,0,14533.76,25351.93,33163.11,45301.71,54076.11,55090.09,55115.65,55229.57,55253,55253,55253,55253,23715.9,45833.16,55530.63,55530.63,55530.63,55530.63,55530.63,55530.63,55530.63,55530.63,55530.63,55530.63,55530.63
66e290e02ca091eb0d405561,2409/003099/AFAQ/0048,12 Sep 2024,Completed,claim,AFAQ,AFAQ,57600,0.04,55152,0,2448,1,0,0,0,0,55152,57600,0,57600,0,80,57312,288,57312,108,57600,57600,0.18,0.15,0.15,116.57,0,Wio,Wio,Completed,Sami Herbawi,Said A S,0,11549.14,44827.08,56234.9,57293.03,57293.03,57293.03,57293.03,57293.03,57293.03,57293.03,57293.03,57312,0,0,0,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600
66e2f5632ca091eb0d40558d,2409/003100/ALOLAMA-BARSHA/0052,12 Sep 2024,Completed,claim,ALOLAMA-BARSHA,SULTAN AL OLAMA GROUP,24053.91,0.05,22851.09,0,1202.82,33,3809,0,125,0,18917.09,19266.5,4787.41,24053.91,0,94,23933.64,120.27,23933.64,34,24053.91,24053.91,0.18,0.68,0.55,57.28,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,2758.62,15947.31,20343.39,22593.36,23419.94,23526.74,23611.81,23651.29,23673.9,23675.25,23677.67,23933.64,14755.92,22297.52,22501.22,24053.91,24053.91,24053.91,24053.91,24053.91,24053.91,24053.91,24053.91,24053.91,24053.91
66e2f5632ca091eb0d40558e,2409/003101/ALOLAMA-ETIHAD/0080,12 Sep 2024,Completed,claim,ALOLAMA-ETIHAD,SULTAN AL OLAMA GROUP,92187.42,0.05,87577.2,0,4610.22,201,0,0,0,0,87577.2,89763.92,2423.5,92187.42,0,103,91726.48,460.94,91726.48,42,92187.42,92187.42,0.17,0.52,0.46,219.53,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,11658.15,49278.22,70067.45,83629.02,88640.78,89266.99,89763.05,89956.12,90078.64,90085.09,90095.63,91726.51,21108.58,85785.92,90313.87,90313.87,90942.43,90942.43,91750.92,91750.92,92187.42,92187.42,92187.42,92187.42,92187.42
66e2f5632ca091eb0d40558f,2409/003102/ALOLAMA-SZR/0049,12 Sep 2024,Completed,claim,ALOLAMA-SZR,SULTAN AL OLAMA GROUP,2637.97,0.05,2506.05,0,131.92,5,0,0,0,0,2506.05,2328.97,309,2637.97,0,108,2624.78,13.19,2624.78,46,2637.97,2637.97,0.16,0.46,0.4,6.28,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,236.3,1233.43,1899.13,2355.14,2525.49,2545.02,2560.45,2565.07,2568.54,2568.69,2568.88,2624.79,0,2224.75,2637.97,2637.97,2637.97,2637.97,2637.97,2637.97,2637.97,2637.97,2637.97,2637.97,2637.97
66e2f7402ca091eb0d405680,2409/003103/ALAFDAL/0081,12 Sep 2024,Completed,claim,ALAFDAL,ALAFDAL,23936.7,0.05,22659.16,0,1277.54,144,5214,0,125,0,17320.16,22208.41,1728.29,23936.7,0,85,23817.02,119.68,23817.02,70,23936.7,23936.7,0.22,0.32,0.31,60.84,5.95,SPV3,SPV3,Completed,Sami Herbawi,Ashly Jacob,0,5049.82,18022.12,22521.71,23391.69,23696.43,23732.49,23759.36,23793.15,23803.32,23804.73,23804.73,23817.01,7188.13,14705.89,15914.18,16044.86,23268.96,23268.96,23268.96,23268.96,23268.96,23268.96,23268.96,23268.96,23936.7
66e2f85c2ca091eb0d405712,2409/003104/INTERCARE/0036,12 Sep 2024,Executed,claim,INTERCARE,INTERCARE,33628.72,0.05,31946.44,0,1682.28,94,0,0,125,0,31821.44,32544.56,1084.16,33628.72,0,78,33460.58,168.14,33460.58,16,33890.72,33890.72,0.23,2.61,0.8,80.11,5.95,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,20099.75,23279.04,28336.43,29987.55,31681.96,33117.94,33420.91,33427.92,33427.92,33427.92,33427.92,33460.6,33366.72,33366.72,33366.72,33366.72,33366.72,33366.72,33366.72,33366.72,33366.72,33366.72,33628.72,33628.72,33628.72
